1	1	0	A stuffed animal sitting on top of a table.	A deer head is mounted horizontally next to a painting	open-images-1815_f91d6f546e63f20d	5
0	0	1	A bowl filled with various kinds of food.	The spoon is at the top right corner, it is not moving any of the food.	YouCook-video0037-shot3_0	5
0	0	1	A man standing next to a table full of food.	The person sitting down in the background in a chair has their hands behind their head.  There is a person with a blue Hawaiian shirt on the right side of the picture. 	MSR-VTT-videoTestVideo_video8886-shot1_1	4
1	0	1	A picture of a person holding a bird in his hand.	Just the first letter in the text at the bottom has completely faded away.	MSR-VTT-videoTestVideo_video8282-shot0_0	7
1	0	1	A person holding a brush on a person's face.	Half of the 2nd word of the text is faded and can't be read.  	MSR-VTT-videoTestVideo_video8282-shot0_0	8
0	0	1	A person holding a brush with a person next to it.	She is holding the fur up and two painted fingernails are visible. 	MSR-VTT-videoTestVideo_video8282-shot0_0	9
0	1	0	A person sitting at a table with a pen and paper.	A person in color writing at a desk with a blue pen. 	open-images-1679_29fd4eed473ea3aa	8
1	1	0	A cat standing next to a laptop computer.	A picture in black and white of a laptop computer with a cat on the right side of the image. 	open-images-1679_29fd4eed473ea3aa	9
1	0	0	A desk with a pen and notebook on top of it.	The small notebook is opened with a pen and a pair of glasses on top.	open-images-1679_29fd4eed473ea3aa	5
0	1	0	A close up of a woman with a blow dryer.	A woman has her tongue between her teeth which covers most of her top teeth. 	open-images-1707_3d0db43966754e82	1
1	0	0	A woman standing in front of a microphone.	A singer is facing and pointing towards the right hand side of the picture. 	open-images-1707_3d0db43966754e82	4
1	1	0	A woman holding a bowl of cereal in her hand.	She has a pink stripe in her braided hair, and is holding a green bowl.	open-images-1707_3d0db43966754e82	3
0	0	1	A person holding a bottle of water to a dog.	the first two letters of the third word have the left hand in the background of them	MSR-VTT-videoTestVideo_video8282-shot1_1	0
0	0	1	A person holding a water bottle with a dog in it.	Hands are stretching out a piece of fur. Gold nail polish on the right thumb is visible, and the tip of that thumb is cut off. The bulk of the fur is visible hanging down on the right side.	MSR-VTT-videoTestVideo_video8282-shot1_1	1
1	0	1	A dog is playing with a prong on a yellow toothbrush.	The gray object is not touching any of the text on the bottom.  The woman's left hand is behind the first two words of text. 	MSR-VTT-videoTestVideo_video8282-shot1_1	2
0	0	1	A car that is driving down the street.	The car front and back cannot be seen.  The front wheel has two orange spots and the back wheel has one.	MSR-VTT-videoTestVideo_video8560-shot1_3	1
1	0	1	A man standing next to a car that is parked in a parking lot.	You can just barely see the front corner of the white van that was next to the black car. 	MSR-VTT-videoTestVideo_video8560-shot1_3	2
1	0	1	A group of people holding umbrellas in front of a building.	The woman has just emerged from her face being blocked by a camera stand in teh background as she is escorted by a man with an umbrella	video-storytelling-videowedding_de8dLXvgV-I-shot6_0	6
0	0	1	A group of people sitting at a table with umbrellas.	The flowers the woman in the teal strapless dress is carrying are completely obscured by the man in the black shirt’s head. 	video-storytelling-videowedding_de8dLXvgV-I-shot6_0	8
0	0	1	A close up of a close up of a lot of food.	The picture is well lit and bright.  Only one fingernail on a finger can be seen in the upper right corner.  The image is not blurry. 	MSR-VTT-videoTestVideo_video7603-shot1_1	4
0	1	0	A woman standing in front of a cell phone.	A woman with a white background smiles at the camera. Most of her body is visible. She is wearing a black outfit.	open-images-2401_08fcffc191732f13	9
1	1	0	A woman sitting on a bench next to a wall.	The woman is laying on her stomach on a stone fence in front of a tree branch.	open-images-2401_08fcffc191732f13	4
0	0	0	A woman standing in front of a fire hydrant.	A woman is seen with her right hand on her left shoulder.  The right hand is holding a pen.  There is half a man's face on the far right side of the image.	open-images-2401_08fcffc191732f13	0
0	1	0	A small bird sitting on top of a plant.	a ladybug perches at the top of a thin plant with leaves at the top	open-images-2823_14fbd53b9a334bb9	3
0	0	0	A small bird sitting in a flower pot.	A ladybug on the rightmost branch.  The branches make an X above the ladybug. 	open-images-2823_14fbd53b9a334bb9	0
0	1	0	A couple of small birds standing in the grass.	The ladybug is climbing up the side of a vertical green stalk.	open-images-2823_14fbd53b9a334bb9	9
0	0	1	A couple of people walking down a hallway.	The woman is close to the dog.  The dog is facing down the stairs with its tail up high and pointed to the top left.	MSR-VTT-videoTestVideo_video7146-shot0_0	1
0	1	1	A couple of dogs walking down a hallway.	You can no longer see the person's head with the blue shirt on at the bottom of the stairs.  The dog has two legs on a back stair and the rest of the dog's body is angled strangely to the right.	MSR-VTT-videoTestVideo_video7146-shot0_0	2
1	0	1	A man sitting next to a woman on a bed.	A boy is walking into a room full of people.  On the far left is a girl in the foreground wearing a red scrunchie that you can just barely see on the far left side of the image. 	MSR-VTT-videoTestVideo_video7041-shot1_1	7
1	1	1	A group of people walking around a room.	A group of dancers on the dance floor.  The girl in the autumn dress is facing the blonde boy in blue.	MSR-VTT-videoTestVideo_video7041-shot1_1	8
0	1	0	a close up of a person sitting on a toilet.	A child's hand is holding a large frog that's mostly green on top with a white and brownish speckled belly. It looks like a swimming pool in the background.	open-images-1119_530105735b147938	2
0	0	1	A person is cutting a piece of fruit on a table.	Two images are blended, with the dominant image being a hand slicing something with a vegetable slicer. The slicer on the table is very faded.	YouCook-video0034-shot14_4	0
1	0	1	A person slicing a piece of fruit on a cutting board.	The cucumber is just to be cut into, you can see a transparent image covering the image 	YouCook-video0034-shot14_4	1
0	0	1	A person cutting up a piece of fruit on a cutting board.	A man is cutting the cucumber closest to his pointer finger and you cannot see his nails.	YouCook-video0034-shot14_4	2
0	0	0	A group of goats standing next to each other in a fenced in area.	There's a row of little goats poking their heads out of a wire fence. Someone on the left is feeding them out of a plastic cup.	open-images-2169_01d237e5eef4a56f	5
0	1	0	A close up of a close up of a sheep.	An extreme closeup of a brown goat looking to the right. The goat has a black stripe going down it's face.	open-images-2169_01d237e5eef4a56f	6
1	0	0	A herd of sheep standing next to a fence.	Several goats looking through a wooden fence.  There is some yellow in the top left side of the image. 	open-images-2169_01d237e5eef4a56f	2
0	1	0	A woman holding a tennis racquet on a tennis court.	A woman with black hair is about to hit a tennis ball with her black red and yellow racket.	open-images-1888_1db7ae32bc637a07	7
0	1	0	A woman holding a tennis racquet on a tennis court.	A woman in a black outsfit with writing on it is jumping up and hitting a tennis ball with a racket in her left hand. There is a bush with no leaves on the left side of the image.	open-images-1888_1db7ae32bc637a07	5
1	0	1	A man standing next to a girl in a pond.	Two people standing side by side fishing.  The man on the left has jerked his whole body around so that you can now see text on his shirt. 	MSR-VTT-videoTestVideo_video7816-shot0_0	2
0	0	1	A man standing next to a fence with a baseball bat in his hand.	You can just start to see the teeth of the woman coming in from the right. You can only see one eye clearly. 	video-storytelling-videocamping_dBXYM3dQTSo-shot74_0	4
0	0	1	A young boy holding a cell phone in his hand.	You can now see the entire mouth and both eyes of the woman but her left eye is just cut off on the right side of the image. 	video-storytelling-videocamping_dBXYM3dQTSo-shot74_0	5
1	1	1	A girl is smiling while holding her cell phone.	The girl's left eye and mouth is visible but half of her left cheek is cut off.	video-storytelling-videocamping_dBXYM3dQTSo-shot74_0	6
0	0	1	A group of people sitting at a table in front of a large crowd of people.	no bridesmaid is visible at all.	video-storytelling-videowedding_Bp8t824h5NE-shot45_2	2
0	0	1	A group of people sitting at a table in front of a large crowd of people.	The woman on the far left is looking forward. The woman on the far right behind the man on the right is looking right. Most of the crowd look back at a woman in blue behind a pillar.	video-storytelling-videowedding_Bp8t824h5NE-shot45_2	3
0	0	1	A picture of a baby doll with various items on it.	The cloud on top left side of box only has half of it showing.	MSR-VTT-videoTestVideo_video8679-shot1_10	4
0	0	1	A picture of a blue screen on a blue floor.	The numbers at the end of the text are in an upside down U shape. 	YouCook-video0008-shot10_3	5
0	0	1	A view of a highway with a sign on the side of the road.	Two street signs are slightly to the right of the center of the image.  You can see half of the bridge path.	video-storytelling-videocamping_dBXYM3dQTSo-shot8_1	5
1	0	1	A view of a bridge over a bridge.	There is the slightest of openings to see the end of the bridge through the obstruction.	video-storytelling-videocamping_dBXYM3dQTSo-shot8_1	6
0	0	1	A teddy bear sitting next to a teddy bear.	The text at the top right and bottom right of the toy box is right at the edge.	video-storytelling-videobirthday__amwPjAcoC8-shot34_4	2
1	1	1	A woman standing next to a TV in front of a television.	The man is facing left with both feet slightly back and no gap visible between the legs. The background is orange. The woman's face is pointed to the left.	MSR-VTT-videoTestVideo_video9219-shot1_3	7
0	0	1	A photo of a person standing next to a television.	There is a man and woman dancing, with another couple off to the left. The man's back is facing the camera and there appears to be something white hanging from his back pocket.	MSR-VTT-videoTestVideo_video9219-shot1_3	9
0	0	1	A photo of a woman in a hospital bed.	There two sets of same images diagonally placed. The top left corner's person's lips and nose are visible as they lay there.	MSR-VTT-videoTestVideo_video8240-shot1_0	0
0	0	1	A photo of a woman in a hospital bed.	The woman in the black shirt is seen twice.  Her mouth in the upper picture is cover by the text.	MSR-VTT-videoTestVideo_video8240-shot1_0	1
0	1	1	A photo of a woman in a hospital bed.	The girl in black is in the middle top side of the picture. The lady lying down on the top right has her head right under the text. The head does not pass the boundary of this text box. 	MSR-VTT-videoTestVideo_video8240-shot1_0	2
1	0	1	A young girl holding a kite in her hand.	Her right arm is pulled back in a fist past her hair.	MSR-VTT-videoTestVideo_video7170-shot3_0	0
0	0	1	A young girl holding a pink baseball bat.	The girl's left arm is extended somewhat and the bow is outstretched as well.  Her right hand is starting to block some of her body. 	MSR-VTT-videoTestVideo_video7170-shot3_0	1
1	1	1	A young girl holding onto a pink baseball bat.	The girl is looking very sad at the bow. The bow is pointed to the left and almost towards the camera.	MSR-VTT-videoTestVideo_video7170-shot3_0	2
1	0	1	A group of people looking at each other in the mirror.	There is a woman on the very right side of the door. Her face is fully in view.	MSR-VTT-videoTestVideo_video9560-shot1_0	0
1	1	1	A group of people standing in front of a door.	the lady on the right can be seen but her face is not visible but you can see her neck	MSR-VTT-videoTestVideo_video9560-shot1_0	1
0	0	1	A person feeding a horse in a barn.	A splayed left hand firmly touches the white back of the horse.	MSR-VTT-videoTestVideo_video7555-shot1_0	4
0	0	1	A couple of people standing next to each other on a tennis court.	The losing wrestler is directly in front of the referee and has his right hand outstretched toward the referee.	MSR-VTT-videoTestVideo_video9375-shot1_4	5
0	0	1	Two people standing next to each other on a tennis court.	The two wrestlers are shaking hands. 	MSR-VTT-videoTestVideo_video9375-shot1_4	7
1	0	1	A piece of meat on a plate on a table.	The image is blurred and it looks like two piles of ribs are being set on a plate.	YouCook-video0017-shot2_1	0
0	0	1	A man walking down a street with a hat on his head.	the picture is in focus and his arms are behind his back	MSR-VTT-videoTestVideo_video9489-shot2_1	8
0	0	1	a close up of a pair of scissors in a cupboard.	The tray that the bowl is going to be put in can just barely be noticed in the background.	MSR-VTT-videoTestVideo_video7925-shot1_2	3
0	0	1	A close up of a person holding an umbrella.	There is a large pan that fills up the photo. A piece of aluminum foil is visible at the top right. You can just barely see the image of a hand at the bottom right.	MSR-VTT-videoTestVideo_video7925-shot1_2	5
0	0	1	Three colorful turbans sitting on top of a table.	None of the duck's hat is visible and the two characters are walking down stairs.	MSR-VTT-videoTestVideo_video8183-shot0_0	2
1	0	1	A group of kites hanging on top of a pole.	Goofy's hand is straight up in the air and he's making a fist while riding a smiling horrse.	MSR-VTT-videoTestVideo_video8183-shot0_0	3
0	1	1	A couple of people standing next to each other on a snow covered runway.	The object he's trying to catch is at the top of the frame	MSR-VTT-videoTestVideo_video8183-shot0_0	4
1	0	1	A person holding a bowl of food on top of a table.	The hamster right leg is the touching the finger holding it down.	MSR-VTT-videoTestVideo_video8672-shot1_1	1
0	0	1	A man holding a cell phone in his hand.	The phone is almost turned flat but you can just barely see red and green colors still on the front screen.	MSR-VTT-videoTestVideo_video9799-shot1_0	5
1	1	1	a close up of a person holding a pair of scissors.	The thumbs appear to be touching on the two hands. 	MSR-VTT-videoTestVideo_video9799-shot1_0	6
1	0	1	A person holding a remote holding a video game controller.	The phone is mostly the side view, and the camera is barely visible. No screen is visible.	MSR-VTT-videoTestVideo_video9799-shot1_0	7
0	1	0	A duck sitting on top of a body of water.	A duck swimming to the right side of the image.  It has a blue head and you can see one of its orange legs above the water. There is a reflection of something in the water in the upper left corner of the image. 	open-images-1738_3522e4734ff9b327	7
0	0	0	A duck sitting on top of a body of water.	A duck with its bill pointed to the lower left corner of the image. Its mouth is closed.	open-images-1738_3522e4734ff9b327	2
0	0	0	A duck sitting on top of a body of water.	A duck floating on a black oil like water.  There is no rays of sunlight.	open-images-1738_3522e4734ff9b327	0
0	0	1	A man in a suit and tie standing in front of a building.	The man's hands are fully visible but blurry	MSR-VTT-videoTestVideo_video9379-shot1_1	1
0	0	1	A man standing in front of a large room.	The man is holding both hands up in front of him and the right one nearly touches his chin.	MSR-VTT-videoTestVideo_video9379-shot1_1	2
1	1	0	Two people laying on a couch next to each other.	Two people sleeping. One on the couch, and a child face down wearing sparkly red shorts.	open-images-841_0d6798aec0087d40	8
1	1	0	A little girl sitting on a couch with a book in her hand.	A girl with pink pants and a white shirt sitting on a large dark green chair. 	open-images-841_0d6798aec0087d40	1
1	0	0	A baby laying in bed on top of a bed.	A small child laying down under a white and red comforter.  The red are flowers. 	open-images-841_0d6798aec0087d40	4
1	1	1	a close up of a person cutting a piece of meat.	The finger of the hand are close together and above a piles of leaves. The thumb is close to the index finger.	video-storytelling-videocamping_EytINruY3-U-shot37_1	2
0	0	1	A chocolate cake with chocolate frosting on it.	This is a side shot of the cake with only the top right corner not cake.	YouCook-video0008-shot7_0	6
0	0	0	A couple of football players on a field.	a player in black with orange cleats is on the right.  the ball is in the air nearly halfway across the image.	open-images-2331_7fc026c02723e9ec	8
0	0	0	A group of men playing football on a field.	The team in blue and gold and the team in maroon and white are lined up facing each other. They are moving towards each other but only the middle player on each team has made contact. No other players are touching players from the other team.	open-images-2331_7fc026c02723e9ec	3
1	1	1	A man standing next to a mirror in a bathroom.	A man is looking out of a window.  You can see a hand appear on the far left of the screen next to a red object that is hanging. 	MSR-VTT-videoTestVideo_video8325-shot3_0	1
0	0	1	A man standing in front of a mirror in a bathroom.	You can first see a second man's face on the left side of the screen next to a red hanging object. 	MSR-VTT-videoTestVideo_video8325-shot3_0	2
0	0	1	A man standing in front of a mirror in a bathroom.	The man is looking forward but hunching his shoulders. The white frame cuts off most of his right eye.	MSR-VTT-videoTestVideo_video8325-shot3_0	3
0	0	1	A little girl standing next to a dresser on a bed.	The small girl in front is looking directly to the right with her right hand on the side of her face. 	video-storytelling-videowedding_46xhFCXBMJs-shot2_0	2
0	1	1	A couple of people swimming in the water.	Swimmer is completely vertical. Horizontal swimmer is barely visible.	MSR-VTT-videoTestVideo_video9830-shot1_0	5
0	0	1	A person is swimming in the water.	The water the person is in is quite dark. There is an image of them swimming horizontally layered on them but is not as in focus as them standing vertically. Their legs, not covered by the swimsuit, is almost covered from view.. 	MSR-VTT-videoTestVideo_video9830-shot1_0	6
0	1	0	A man standing in front of a microphone.	The speaker is holding the microphone to his mouth with his left hand and his right hand is extended to the left.	open-images-2906_34e6a09d19579626	2
0	0	0	A man in a suit standing in front of a microphone.	A man with glasses looks to the left. He has a hand cupped around his chest area. His legs are not really visible and mouth looks a little pouty. 	open-images-2906_34e6a09d19579626	9
0	0	0	A man standing in front of a stage with a microphone.	It is a man in a sport jacket with no tie looking to the left with a gray laptop also to the left.	open-images-2906_34e6a09d19579626	6
0	0	1	A group of people on a boat in the water.	The top of the red object is right at the top of the picture.  Half of the 2nd letter on the right is seen while the other part is submerged. 	MSR-VTT-videoTestVideo_video7795-shot1_2	6
0	1	1	A dog is jumping up and down in a room.	The dog's tail is straight out and just coming off the top edge of the picture.  Only one finger of the man is seen. 	MSR-VTT-videoTestVideo_video8760-shot0_1	3
1	0	1	A person cutting a piece of bread on a table.	both hands seems straight on the meat, while the right hand is looking more flat placed on top of the meat and clearly visible	YouCook-video0017-shot2_0	5
0	0	0	A traffic light with a stop sign in front of it.	A yellow 3 way traffic light with a green arrow on the side facing closest to the camera	open-images-2235_02cca0b5f4ea859b	2
0	0	0	A traffic light with a stop light on it.	A stoplight that is green that is on a green pole. 	open-images-2235_02cca0b5f4ea859b	1
0	0	0	A traffic light with two stop lights on it.	A stoplight that is very faintly green.  There are some very wispy clouds behind it with the biggest one above and to the right of the stoplight. 	open-images-2235_02cca0b5f4ea859b	5
1	0	1	A basketball player jumping up to catch a ball.	The ball has just left the hands of the person with the red jersey.  	MSR-VTT-videoTestVideo_video8013-shot1_0	5
0	0	1	A basketball player jumping into the air to catch a ball.	The ball is in the air and is above and to the left of the clock on top of the backboard.  There is no blur in the ball	MSR-VTT-videoTestVideo_video8013-shot1_0	6
1	0	1	An image of a crowd of people watching a basketball game.	The ball is high in the air with only black behind it. The number on the red jersey is not legible at all.	MSR-VTT-videoTestVideo_video8013-shot1_0	7
1	0	1	A girl and a boy standing next to each other in a room.	The woman has mostly straightened posture as she faces the boy in blue with her mouth open	MSR-VTT-videoTestVideo_video8037-shot1_0	3
0	0	1	A woman standing next to a man in a dress.	Bright shot of a girl and boy standing up straight. Her eyes are closed.	MSR-VTT-videoTestVideo_video8037-shot1_0	4
0	0	1	A woman standing next to a man in a pink dress.	The shot of a woman talking to a man in a blue shirt is starting to get really dark but you can clearly see them. 	MSR-VTT-videoTestVideo_video8037-shot1_0	5
0	1	1	A man standing in front of a fence.	The ski lift going in the opposite direction as the man has just completely disappeared from view. 	MSR-VTT-videoTestVideo_video7174-shot1_1	6
1	0	1	A man standing in front of a fence.	There is a red object in the lower right corner of the image.  It is the largest piece of red you can see. 	MSR-VTT-videoTestVideo_video7174-shot1_1	7
0	0	1	A man that is standing in front of a fence.	There is a bright light on the man's face and clothes. The hand rail is still visible.	MSR-VTT-videoTestVideo_video7174-shot1_1	8
0	0	1	A group of people standing next to each other.	There are two men with beanies on the right of the image, one is wearing glasses with his nose not visible and the other is looking down with white text on his face.	MSR-VTT-videoTestVideo_video9235-shot2_0	8
0	1	1	A group of people that are standing next to each other.	3 men surround a table with weaponry on it	MSR-VTT-videoTestVideo_video9235-shot2_0	9
1	0	1	A piece of bread sitting on top of a cutting board.	Olive oil bottle is seen but no label is clearly visible.	YouCook-video0035-shot4_0	1
0	0	1	A man laying on top of a tennis ball.	The tip of the right shoe is fully visible with a small bit of space between the tip and the top of the picture. 	MSR-VTT-videoTestVideo_video7523-shot2_0	3
0	0	1	A person is holding a foot up to touch a leg.	Only three small black marks of the logo can be seen on the player's left sock. 	MSR-VTT-videoTestVideo_video7523-shot2_0	5
0	0	1	A painting of a man holding an umbrella in a field.	There is some overlay with a man in the center left of the shot.  You can still barely read the letters below and to the left of him. 	MSR-VTT-videoTestVideo_video7412-shot1_0	3
0	0	0	A man sitting in front of a baseball bat.	A drummer with sunglasses on.  Both drumsticks are up and off of the drums. He is not wearing a hat. 	open-images-89_00b3eae03121641b	5
0	1	0	A man sitting in front of a microphone in front of a stage.	A drummer with his eyes closed and mouth open.  His drums are blue. 	open-images-89_00b3eae03121641b	4
0	0	0	A man sitting in front of a microphone in front of a stage.	There is a drummer bathed in red light.	open-images-89_00b3eae03121641b	8
0	0	1	A person holding a plate of food on top of a plate.	The cheese covered tomato sits below the person's 3 fingers which appear to grasp the lettuce behind it.	YouCook-video0082-shot1_0	1
0	1	1	A person cutting up a sandwich on a plate.	One leaf behind the cheese with the hand obscuring almost all of it. Can see a little of the cheese between his index and middle finger	YouCook-video0082-shot1_0	2
1	0	1	A couple of people walking down a street.	The headlight on the blue car to the left is not yet visible. 	MSR-VTT-videoTestVideo_video7692-shot2_3	0
0	0	1	A couple of people standing next to a parked car.	If it wasn't a bit blurry you would be able to first read the middle car's license plate for the first time. 	MSR-VTT-videoTestVideo_video7692-shot2_3	1
0	1	1	A couple of cars parked next to each other.	You can fully see the left front headlight of the car on the left and just start to see the right front headlight of the car on the right. 	MSR-VTT-videoTestVideo_video7692-shot2_3	2
1	1	1	A woman sitting in front of a parked car.	The woman's head rests on her hand and her eyes are mid-blink, almost entirely closed	video-storytelling-videocamping_dBXYM3dQTSo-shot75_2	1
0	1	1	A woman holding a piece of paper over her head.	Her right thumb appears to pull at some lower strands of hair, pulling very slightly outward.	video-storytelling-videocamping_dBXYM3dQTSo-shot75_2	2
1	0	1	A woman is standing next to a fence.	Girl has her mouth open but no teeth showing and index finger up and thumb	video-storytelling-videocamping_dBXYM3dQTSo-shot75_2	3
0	0	1	A couple of men playing a game of tennis.	The ball is in front of the net in the center. The yellow players left hand is below the table.	MSR-VTT-videoTestVideo_video9003-shot1_8	0
0	1	1	A couple of men playing a game of tennis.	The ping pong ball is on the near side of the table in front of the net.  The ball is blurry from the movement.	MSR-VTT-videoTestVideo_video9003-shot1_8	1
0	0	1	Two men playing a game of tennis on a court.	The person in yellow has his left arm and paddle way up high over his head and to the left of his body. 	MSR-VTT-videoTestVideo_video9003-shot1_8	2
1	0	1	A horse standing next to a person in a barn.	Horse is on left side facing the right and looking straight ahead. Can only see the man's legs behind the horse while upper body is obstructed	MSR-VTT-videoTestVideo_video9858-shot1_1	7
0	0	1	A couple of horses standing next to each other in a barn.	a horse stretches his head upwards so that his head is parallel to the wood behind him 	MSR-VTT-videoTestVideo_video9858-shot1_1	8
0	1	1	A car that is parked next to a parked car.	only the front half of the car is clearly visible	MSR-VTT-videoTestVideo_video7043-shot0_0	8
0	0	1	A small bird sitting on top of a wooden table.	A parrot is curled up tigthly around a pen, with its head covering the middle portion of the pen	MSR-VTT-videoTestVideo_video7480-shot1_2	2
0	0	1	A small turntable is sitting on top of a table.	There is a bird laying flat on his back with a pen in his beak	MSR-VTT-videoTestVideo_video7480-shot1_2	4
0	0	1	Two people sitting on the back of a car.	Can see both people's legs. Girl with mouth open looking in direction of dashbaord	MSR-VTT-videoTestVideo_video8971-shot0_0	5
0	0	1	A couple sitting in the back of a car.	the lady can be seen holding her hands, with her head looking straight and her mouth wide open while part of her hair is covering her left face.	MSR-VTT-videoTestVideo_video8971-shot0_0	6
0	0	1	A group of people sitting on top of a train.	You can see a golden object at the very top center of the picture.  You can't see the entire golden object. 	MSR-VTT-videoTestVideo_video8689-shot1_2	7
0	1	1	A group of people walking around in a crowded room.	There is a long pink runway going down and to the right. No one is visible in front of it. There are two groups of people visible to the right of it.	MSR-VTT-videoTestVideo_video7522-shot8_0	3
1	1	1	A blurry image of a person standing in front of a large screen.	A bald man's head covers a  lot of the crowd and signs in the background.	MSR-VTT-videoTestVideo_video7522-shot8_0	4
1	1	1	A group of people are standing in a store.	the man in yellow shirt can be seen to the right edge of the image	MSR-VTT-videoTestVideo_video7522-shot8_0	5
0	0	1	A knife on a cutting board with a knife on a cutting board.	The croutons are in the tongs directly above the center of the salad about to be put into it	YouCook-video0035-shot9_2	2
0	0	1	a close up of a slice of broccoli on a plate.	the picker is in the middle, away from the plate slightly but its not carrying nothing , fings not visible but skin can be seen far left bottom	YouCook-video0035-shot9_2	4
0	0	0	Bread buns are sitting on a plate on a table.	Only the middle 2 of the four breadsticks are visible fully, and they are angled down and to the left on a metal rack	open-images-471_1121e9f97c200ac0	9
1	1	0	A loaf of bread sitting on top of a pan.	two bread loafs and right one has a slice.	open-images-471_1121e9f97c200ac0	7
0	0	0	a close up of a plate of bread on a table.	Loaves of long rustic bread piled onto a shallow stoneware or ceramic circular dish. The dish is on a wood surface. 	open-images-471_1121e9f97c200ac0	5
1	0	1	A person using a silver plate to make a cake.	The white substance has not been poured yet and the index finger is prominent.	YouCook-video0036-shot0_0	1
0	0	1	A person is using a silver bowl to make a cake.	The white sauce is being poured from the small white bowl	YouCook-video0036-shot0_0	2
0	1	1	A person is pouring some powdered sugar into a bowl.	The person's hand is holding a white container almost directly above the white sauce in the middle. 	YouCook-video0036-shot0_0	3
0	1	0	A sandwich sitting on a plate next to a bowl of food.	A sandwich on a white paper plate.  There is a full bowl of chili behind and to the left of the sandwich. 	open-images-2612_7f80d3f52da645e9	2
0	1	0	A sandwich is sitting on a plate on a table.	A single uncut long sandwich sub on a plate with white coleslaw. On the left is a wooden cutting board.	open-images-2612_7f80d3f52da645e9	7
1	0	1	A couple of children playing with a bowl of peanut butter.	The red dog's head is just starting to get cut off on the far right  of the image. 	video-storytelling-videobirthday__amwPjAcoC8-shot61_4	4
1	0	1	A little boy with a Mickey Mouse hat on his head.	A smiling boy just begins to look towards the dog	video-storytelling-videobirthday__amwPjAcoC8-shot29_0	7
1	1	1	A little boy with a cartoon face eating a plate of food.	the costum guy has his face mostly up and forward and you can see a characters eye on the hanging item behidn the kid	video-storytelling-videobirthday__amwPjAcoC8-shot29_0	8
0	1	1	A person is posing for a picture with a stuffed animal.	The mouse is looking in the camera.	video-storytelling-videobirthday__amwPjAcoC8-shot29_0	9
0	0	1	A little boy wearing a hat and holding a cell phone.	You can just barely see the yellow exclamation point on the poster on the wall and no other yellow text. 	video-storytelling-videobirthday__amwPjAcoC8-shot73_6	4
0	0	1	A little boy wearing a hat and holding a cell phone.	The girl has her right hand up in her hair and her other hand is pointed towards the poster on the wall slightly above waist level. 	video-storytelling-videobirthday__amwPjAcoC8-shot73_6	5
